Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
AB05 - Create Branch - Branch Mobile must be in right format,N3NJS1804-153,10304,TESTCASE,To Do,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,29/Jun/24 2:05 PM,29/Jun/24 3:25 PM,20/Jul/24 9:39 AM,,,0,,,,AB05 - Create Branch - Branch Mobile must be in right format,,Tran Nhat Hoang (K17 HCM),,712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,,,,,,,,,,N3NJS1804-121,,,29/Jun/24 3:25 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 100744.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10178,29/Jun/24 3:25 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 101934.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10177,29/Jun/24 2:11 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 140915.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10168,29/Jun/24 2:11 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 140954.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10169,,,,,,"It will show message ""Invalid phone number"" when enter wrong format phone number or ""Phone number must not exceed 10 characters"" when enter character into Branch Mobile field.",,,,,,{},,N3NJS1804-118,Branch Management,,,"It will show message ""Invalid phone number"" when enter wrong format phone number or ""Phone number must not exceed 10 characters"" when enter character into Branch Mobile field.",,purple,,,0|i001r3:,,,,,N3NJS180 Sprint 1,,,,,,,,,"1. Input Email ""abc@gmail.com"" or phone number ""0762123411"" and Password: ""password"" to Login
2. Login success and go to Admin Page
3. In Admin Page go to Branch and enter ""ADD NEW BRANCH"".
4. Enter phone number with a character
5. Enter the 11-digit phone number",,,,,,,,,,,,,,,,,,,,,,,,10269,Branch Management,To Do,29/Jun/24 2:05 PM
AB04 - Create Branch - Manager must not be blank,N3NJS1804-152,10303,TESTCASE,To Do,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,29/Jun/24 2:01 PM,29/Jun/24 3:22 PM,20/Jul/24 9:39 AM,,,0,,,,AB04 - Create Branch - Manager must not be blank,,Tran Nhat Hoang (K17 HCM),,712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,,,,,,,,,,,N3NJS1804-121,,29/Jun/24 3:22 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 100744.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10176,29/Jun/24 3:22 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 101934.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10175,29/Jun/24 2:04 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 140357.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10167,,,,,,,"The Manager Field will show a message ""Expected string, received number"" ",,,,,,{},,N3NJS1804-118,Branch Management,,,"The Manager Field will show a message ""Expected string, received number"" ",,,,,0|i001qv:,,,,,N3NJS180 Sprint 1,,,,,,,,,"1. Input Email ""abc@gmail.com"" or phone number ""0762123411"" and Password: ""password"" to Login
2. Login success and go to Admin Page
3. In Admin Page go to Branch and enter ""ADD NEW BRANCH"".
4. Not choose or enter anything in Manager Field.",,,,,,,,,,,,,,,,,,,,,,,,10269,Branch Management,To Do,29/Jun/24 2:01 PM
AB03 - Create Branch - Branch ID must be in right format,N3NJS1804-151,10302,TESTCASE,To Do,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,29/Jun/24 1:53 PM,29/Jun/24 3:22 PM,20/Jul/24 9:39 AM,,,0,,,,AB03 - Create Branch - Branch ID must be at least 1,,Tran Nhat Hoang (K17 HCM),,712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,,,,,,,,,,,N3NJS1804-121,,29/Jun/24 3:22 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 100744.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10174,29/Jun/24 3:22 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 101934.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10173,29/Jun/24 1:58 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 135803.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10165,29/Jun/24 1:58 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 135821.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10166,,,,,,"1. If you enter 0 into the field, it will show a message ""ID must be at least 1""
2. If you enter a character into the field, it will show a message ""Expected number, received nan""",,,,,,{},,N3NJS1804-118,Branch Management,,,"1. If you enter 0 into the field, it will show a message ""ID must be at least 1""
2. If you enter a character into the field, it will show a message ""Expected number, received nan""",,,,,0|i001qn:,,,,,N3NJS180 Sprint 1,,,,,,,,,"1. Input Email ""abc@gmail.com"" or phone number ""0762123411"" and Password: ""password"" to Login
2. Login success and go to Admin Page
3. In Admin Page go to Branch and enter ""ADD NEW BRANCH"".
4. Enter number 0 into Branch ID field or a character",,,,,,,,,,,,,,,,,,,,,,,,10269,Branch Management,To Do,29/Jun/24 1:53 PM
AB02 - Create Branch - Branch Name can not be the same,N3NJS1804-150,10301,TESTCASE,To Do,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,29/Jun/24 1:35 PM,29/Jun/24 3:20 PM,20/Jul/24 9:39 AM,,,0,,,,AB02 - Create Branch - Branch Name can not be the same,,Tran Nhat Hoang (K17 HCM),,712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,,,,,,,,,,,N3NJS1804-121,,29/Jun/24 3:20 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 100744.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10172,29/Jun/24 3:20 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 101934.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10170,29/Jun/24 3:20 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;Screenshot 2024-06-29 101959.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10171,,,,,,,,,,,,,{},,N3NJS1804-118,Branch Management,,,"If the Branch Name field turns red with the message ""Invalid Branch Name"" when used, enter the same name as before.",,,,,0|i001qf:,,,,,N3NJS180 Sprint 1,,,,,,,,,"1. Input Email ""abc@gmail.com"" or phone number ""0762123411"" and Password: ""password"" to Login
2. Login success and go to Admin Page
3. In Admin Page go to Branch and enter ""ADD NEW BRANCH"".
4. Enter all informations except Branch Name.",,,,,,,,,,,,,,,,,,,,,,,,10269,Branch Management,To Do,29/Jun/24 1:35 PM
TC10.FE - View Staff - Renders table with fetched data,N3NJS1804-149,10300,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,21/Jun/24 11:40 PM,21/Jun/24 11:53 PM,21/Jun/24 11:51 PM,21/Jun/24 11:53 PM,,0,,,,TC10.FE - View Staff - Renders table with fetched data,,Huynh Thong Duong (K18 HCM),,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,,,,21/Jun/24 11:53 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240621-165336.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10160,21/Jun/24 11:53 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240621-165345.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10161,,,,,,,,"Table show value:
firstName: 'John', lastName: 'Doe', email: 'john.doe@example.com', gender: true, phone: '123456789'
firstName: 'Jane', lastName: 'Doe', email: 'jane.doe@example.com', gender: false, phone: '987654321'",,,,,,{},,N3NJS1804-114,User Management,,,"Table show value:
firstName: 'John', lastName: 'Doe', email: 'john.doe@example.com', gender: true, phone: '123456789'
firstName: 'Jane', lastName: 'Doe', email: 'jane.doe@example.com', gender: false, phone: '987654321'",,,,,0|i001q7:,,,,,N3NJS180 Sprint 1,,,,,,,,Unit,View and check detail value do equal with database,Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_832873,,,,,,,,,,,,,,,,,,,10265,User Management,Done,21/Jun/24 11:53 PM
TC09.FE - View Staff - Rows length should equal data total,N3NJS1804-148,10299,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,21/Jun/24 11:39 PM,21/Jun/24 11:51 PM,21/Jun/24 11:50 PM,21/Jun/24 11:51 PM,,0,,,,TC09.FE - View Staff - Rows length should equal data total,,Huynh Thong Duong (K18 HCM),,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,,,,21/Jun/24 11:51 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240621-165114.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10158,21/Jun/24 11:51 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240621-165139.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10159,,,,,,,,rows.length = 2,,,,,,{},,N3NJS1804-114,User Management,,,rows.length = 2,,,,,0|i001pz:,,,,,N3NJS180 Sprint 1,,,,,,,,Unit,View and check rows length do equal with database,Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_727895,,,,,,,,,,,,,,,,,,,10265,User Management,Done,21/Jun/24 11:51 PM
TC08.FE - Create Staff - Should submit form when input is valid,N3NJS1804-147,10298,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,21/Jun/24 11:39 PM,21/Jun/24 11:50 PM,29/Jun/24 3:59 PM,21/Jun/24 11:50 PM,,0,,,,TC08.FE - Create Staff - Should submit form when input is valid,,Huynh Thong Duong (K18 HCM),,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,,,,21/Jun/24 11:48 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240621-164826.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10155,21/Jun/24 11:48 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240621-164839.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10156,21/Jun/24 11:49 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240621-164859.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10157,,,,,,,"""Create Successfull!",,,,,,{},,N3NJS1804-114,User Management,,,"""Create Successfull!""",,,,,0|i001pr:,,,,,N3NJS180 Sprint 1,,,,,,,,Unit,"1.  Input: 
       username = ""test"";
        password = ""password"";
        phone = ""0822123411"";
        email = ""example@gmail.com"";
        firstName = ""John"";
        lastName = ""Doe"";
        address = ""123 Street"";
2. Press ""Create"" button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_704939,,,,,,,,,,,,,,,,,,,10265,User Management,Done,21/Jun/24 11:50 PM
TC07.FE - Create Staff - Should display exists errors when phone/email is duplicate,N3NJS1804-146,10297,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,21/Jun/24 11:38 PM,26/Jun/24 9:54 AM,13/Jul/24 12:00 AM,22/Jun/24 10:34 AM,,0,,,,TC07.FE - Create Staff - Should display exists errors when phone/email is duplicate,,Huynh Thong Duong (K18 HCM),,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,,N3NJS1804-115,,26/Jun/24 9:54 AM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240626-025431.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10162,26/Jun/24 9:54 AM;712020:7506b707-7088-4543-9bae-b108c474df7e;image-20240626-025444.png;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10163,,,,,,,,"""Phone number already exists""

...",,,,,,{},,N3NJS1804-114,User Management,,,"""Phone number already exists""
...",,,,,0|i001pj:,,,,,N3NJS180 Sprint 1,,,,,,,,Unit,"1. Enter ""0827693878"" in phone number field
2. Enter full all of field
3. Click ""Create"" button",Fail,,,,10004_*:*_2_*:*_38219140_*|*_10003_*:*_2_*:*_1140464,,,,,,,,,,,,,,,,,,,10265,User Management,Done,22/Jun/24 10:34 AM
TC06.FE - Register wrong inputs cannot be accepted,N3NJS1804-145,10296,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,21/Jun/24 10:38 PM,21/Jun/24 11:53 PM,21/Jun/24 11:30 PM,21/Jun/24 10:48 PM,,0,REGISTER,,, TC06.FE - Register - Wrong inputs cannot be accepted ,,Ha Minh Quoc Bao,Huynh Thong Duong (K18 HCM),712020:9515692f-6512-43af-b7ba-49d6a8222389,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,,N3NJS1804-106,21/Jun/24 10:48 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;RegisterForm.json;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10152,21/Jun/24 10:48 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;coverage.zip;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10151,,,,,,,,"1. Error messages (""expected"" field in RegisterForm.json) are shown
2. The register function hasn't been called with object contains email & password & phoneNumber",,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2024-06-21T22:47:41.000+0700"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,N3NJS1804-104,Authentication,,,"1. Error message (""expected"" field in RegisterForm.json) should be shown
2. The register function shouldn't have been called with object contains email & password & phoneNumber",,,,,0|i001pb:,,,,,N3NJS180 Sprint 1,,,,,,,,Unit,"1. Enter wrong email/phone number/password/confirmPassword into input (in RegisterForm.json)
2. Click ""Sign up"" button",Pass,,,2024-06-21 15:48:42.881,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_601676,21/Jun/24 10:48 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;Testcase passed,,,,,,,,,,,,,,,,,,10255,Authentication,Done,21/Jun/24 10:48 PM
TC05.FE - Register input fields cannot blank,N3NJS1804-144,10295,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,21/Jun/24 10:38 PM,21/Jun/24 11:52 PM,20/Jul/24 9:39 AM,21/Jun/24 10:47 PM,,0,REGISTER,,, TC05.FE - Register - Input fields cannot blank ,,Ha Minh Quoc Bao,Huynh Thong Duong (K18 HCM),712020:9515692f-6512-43af-b7ba-49d6a8222389,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,,N3NJS1804-106,21/Jun/24 10:47 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;coverage.zip;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10150,,,,,,,,,"1. 3 error messages ""Email is required"" & ""Phone number is required"" & ""Password is required"" are shown
2. The register function hasn't been called with object contains email & password & phoneNumber",,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2024-06-21T22:46:24.000+0700"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,N3NJS1804-104,Authentication,,,"1. 3 error messages ""Email is required"" & ""Phone number is required"" & ""Password is required"" should be shown
2. The register function shouldn't have been called with object contains email & password & phoneNumber",,,,,0|i001p3:,,,,,N3NJS180 Sprint 1,,,,,,,,Unit,"1. Do not enter anything in any input
2. Click ""Sign up"" button",Pass,,,2024-06-21 15:47:30.265,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_535783,21/Jun/24 10:47 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;Testcase passed,,,,,,,,,,,,,,,,,,10255,Authentication,Done,21/Jun/24 10:47 PM
TC04.FE - Register form should submit when enter valid inputs,N3NJS1804-143,10294,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,Ha Minh Quoc Bao,712020:9515692f-6512-43af-b7ba-49d6a8222389,21/Jun/24 10:38 PM,12/Jul/24 11:30 PM,20/Jul/24 9:39 AM,21/Jun/24 10:46 PM,,0,REGISTER,,, TC04.FE - Register - Form should submit when enter valid inputs ,,Ha Minh Quoc Bao,Huynh Thong Duong (K18 HCM),712020:9515692f-6512-43af-b7ba-49d6a8222389,712020:7506b707-7088-4543-9bae-b108c474df7e,,,,,,,,,,,N3NJS1804-106,21/Jun/24 10:46 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;coverage.zip;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10149,,,,,,,,,The register function has been called with object contains email & password & phoneNumber,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2024-06-21T22:45:26.000+0700"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,N3NJS1804-104,Authentication,,,The register function should have been called with object contains email & password & phoneNumber,,,,,0|i001ov:,,,,,N3NJS180 Sprint 1,,,,,,,,Unit,"1. Enter ""abc@gmail.com"" to Email input, ""0762123411"" to Phone input, ""password"" to Password input, ""password"" to Confirm password input
2. Click ""Sign up"" button",Pass,,,2024-06-21 15:46:30.694,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_485746,21/Jun/24 10:46 PM;712020:7506b707-7088-4543-9bae-b108c474df7e;Testcase passed,,,,,,,,,,,,,,,,,,10255,Authentication,Done,21/Jun/24 10:46 PM
BT04.FE - Create Branch Field _ Manage role must not be Blank,N3NJS1804-142,10293,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,21/Jun/24 8:51 PM,21/Jun/24 8:54 PM,20/Jul/24 9:39 AM,21/Jun/24 8:54 PM,,0,,,,BT04.FE - Branch - Create Branch Field _ Manage role must not be Blank,,Tran Nhat Hoang (K17 HCM),,712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,,,,,,,,,,,,,21/Jun/24 8:54 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;FE.zip;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10135,,,,,,,,,"1 error messages ""Please choose manager role"" should be shown",,,,,,{},,N3NJS1804-118,Branch Management,,,"1 error messages ""Please choose manager role"" should be shown",,,,,0|i001on:,,,,,,,,,,,,,,"1. Do not enter anything in any Manager role input
2. Enter others input field
3. Click ""Create"" button",,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_167440,,,,,,,,,,,,,,,,,,,10269,Branch Management,Done,21/Jun/24 8:54 PM
BT03.FE - Create Branch Field should submit when enter valid inputs,N3NJS1804-141,10292,TESTCASE,Done,N3NJS1804,N3_NJS1804_SWP,software,Huynh Thong Duong (K18 HCM),712020:7506b707-7088-4543-9bae-b108c474df7e,,Medium,Done,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,Tran Nhat Hoang (K17 HCM),712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,21/Jun/24 8:16 PM,21/Jun/24 8:40 PM,20/Jul/24 9:39 AM,21/Jun/24 8:40 PM,,0,,,,BT03.FE - Branch - Create Branch Field should submit when enter valid inputs,,Tran Nhat Hoang (K17 HCM),,712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf,,,,,,,,,,,,,21/Jun/24 8:40 PM;712020:6b53c8ab-c9af-4d75-9be2-42399be3dbbf;FE.zip;https://huynh-thong-duong-se183537.atlassian.net/rest/api/3/attachment/content/10134,,,,,,,,,"The create function should have been called with object contains Id, Name, Role, Address, Mobile, Mail.",,,,,,{},,N3NJS1804-118,Branch Management,,,"The create function should have been called with object contains Id, Name, Role, Address, Mobile, Mail.",,,,,0|i001of:,,,,,,,,,,,,,,"1. Enter Branch ID: 1 to first input 
2. Enter Branch Name ""ABCXYZ""
3. Choose Manager Role
4. Enter Branch Address: ""1234 đường D10""
5. Enter Branch Mobile: ""0123456789""
6. Enter Branch Mail: ""sdsdsdsd@gmail.comm""
3. Click ""Create"" button",,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1432375,,,,,,,,,,,,,,,,,,,10269,Branch Management,Done,21/Jun/24 8:40 PM
